Nombre de Comunidad;Código de Provincia;Nombre de Provincia;Población;Número de mesas;Censo electoral sin CERA;Censo CERA;Total censo electoral;Solicitudes voto CERA aceptadas;Total votantes CER;Total votantes CERA;Total votantes;Votos válidos;Votos a candidaturas;Votos en blanco;Votos nulos;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados;Votos;Diputados
Cataluña                      ;8;Barcelona                     ;5,609,350;5,970;3,993,716;185,211;4,178,927;22,466;3,121,067;13,814;3,134,881;3,120,441;3,103,694;16,747;14,440;769,548;9;155,935;1;373,820;4;0;0;112,019;1;716,714;8;509,016;6;316,904;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50,505;0;84,945;0;0;0;5,845;0;0;0;0;0;0;0;0;0;0;0;0;0;1,882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,213;0;2,555;0;0;0;0;0;0;0;1,793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cataluña                      ;17;Girona                        ;761,947;830;503,143;19,717;522,860;2,500;382,813;1,660;384,473;382,275;380,421;1,854;2,198;65,422;1;12,377;0;34,009;0;0;0;10,715;0;114,031;3;36,947;0;85,863;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,112;0;14,434;0;0;0;433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;353;0;0;0;0;0;0;0;485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cataluña                      ;25;Lleida                        ;432,866;563;297,848;16,710;314,558;1,947;225,659;1,387;227,046;225,655;224,176;1,479;1,391;37,637;1;11,153;0;19,150;0;0;0;6,005;0;75,760;2;18,723;0;46,781;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,089;0;6,194;0;0;0;204;0;0;0;0;0;0;0;0;0;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cataluña                      ;43;Tarragona                     ;795,902;1,010;553,623;18,177;571,800;2,388;419,144;1,628;420,772;418,192;415,990;2,202;2,580;89,650;1;21,376;0;52,395;1;0;0;20,105;0;113,887;2;50,979;1;51,239;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,189;0;8,234;0;0;0;462;0;0;0;0;0;0;0;0;0;280;0;0;0;471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;260;0;0;0;0;0;0;0;263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Extremadura                   ;6;Badajoz                       ;676,376;898;543,982;11,465;555,447;1,238;414,102;838;414,940;408,393;404,969;3,424;6,547;157,164;3;83,278;1;75,583;1;38,252;0;44,890;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,938;0;0;0;0;0;449;0;0;0;745;0;0;0;0;0;442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;0;0;0;0;0;0;0;0;0;0;0;0;0
Extremadura                   ;10;Cáceres                       ;396,487;513;329,074;16,081;345,155;1,300;252,141;917;253,058;248,732;246,962;1,770;4,326;93,016;2;57,195;1;42,452;1;24,292;0;25,903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,724;0;0;0;0;0;407;0;0;0;743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Galicia                       ;15;A Coruña                      ;1,119,351;1,538;929,180;158,676;1,087,856;8,204;682,612;3,797;686,409;677,342;669,441;7,901;9,067;212,665;3;172,799;3;81,677;1;0;0;38,187;0;0;0;0;0;0;0;0;0;0;0;100,019;1;0;0;0;0;0;0;0;0;7,176;0;0;0;45,095;0;1,331;0;0;0;0;0;0;0;0;0;0;0;6,806;0;600;0;0;0;0;0;1,814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Galicia                       ;27;Lugo                          ;331,327;541;278,286;66,752;345,038;2,758;202,184;1,567;203,751;199,998;197,678;2,320;3,753;66,441;2;67,191;2;17,812;0;0;0;11,450;0;0;0;0;0;0;0;0;0;0;0;20,282;0;0;0;0;0;0;0;0;0;1,602;0;0;0;9,658;0;306;0;0;0;0;0;0;0;0;0;0;0;2,168;0;304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0
Galicia                       ;32;Ourense                       ;309,293;542;260,513;100,675;361,188;4,349;192,353;2,560;194,913;192,523;190,719;1,804;2,390;63,304;2;67,020;2;20,689;0;0;0;9,984;0;0;0;0;0;0;0;0;0;0;0;17,213;0;0;0;0;0;0;0;0;0;1,576;0;0;0;7,548;0;202;0;0;0;0;0;0;0;0;0;213;0;2,220;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Galicia                       ;36;Pontevedra                    ;941,772;1,335;772,636;132,405;905,041;6,917;580,342;4,454;584,796;576,187;570,930;5,257;8,609;185,785;3;144,290;2;63,867;1;0;0;27,426;0;0;0;0;0;0;0;0;0;0;0;100,547;1;0;0;0;0;0;0;0;0;6,859;0;0;0;32,132;0;1,007;0;0;0;0;0;0;0;0;0;0;0;6,705;0;601;0;0;0;0;0;0;0;0;0;0;0;886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Comunidad de Madrid           ;28;Madrid                        ;6,578,079;7,590;4,748,700;306,255;5,054,955;39,241;3,787,554;26,805;3,814,359;3,782,247;3,757,616;24,631;32,112;1,031,534;11;705,119;7;792,203;8;613,911;6;524,176;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50,909;0;0;0;0;0;7,512;0;0;0;19,208;0;0;0;0;0;5,221;0;0;0;2,329;0;0;0;0;0;0;0;2,038;0;0;0;0;0;0;0;0;0;0;0;3,456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Comunidad Foral de Navarra    ;31;Navarra                       ;647,554;976;483,721;27,364;511,085;2,220;369,163;1,543;370,706;366,998;363,231;3,767;3,708;94,551;2;0;0;0;0;68,393;1;17,771;0;0;0;0;0;0;0;0;0;46,765;0;0;0;0;0;107,619;2;0;0;0;0;3,325;0;0;0;0;0;1,295;0;0;0;0;0;0;0;22,309;0;1,203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
País Vasco                    ;1;Araba / Álava                 ;328,868;425;250,904;6,893;257,797;815;178,614;572;179,186;177,366;176,291;1,075;1,820;39,722;1;24,385;0;7,082;0;31,469;1;5,608;0;0;0;0;0;0;0;40,300;1;24,747;1;0;0;0;0;0;0;0;0;0;0;1,869;0;0;0;0;0;536;0;0;0;0;0;0;0;0;0;338;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
País Vasco                    ;20;Gipuzkoa                      ;720,592;846;556,207;27,538;583,745;3,569;411,953;2,647;414,600;412,126;409,704;2,422;2,474;77,720;1;20,797;0;11,892;0;71,296;1;6,783;0;0;0;0;0;0;0;119,668;2;96,364;2;0;0;0;0;0;0;0;0;0;0;3,171;0;0;0;0;0;593;0;0;0;0;0;0;0;0;0;429;0;0;0;313;0;0;0;0;0;0;0;0;0;0;0;678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
País Vasco                    ;48;Bizkaia                       ;1,149,628;1,396;909,882;39,560;949,442;3,658;689,423;2,279;691,702;686,960;682,403;4,557;4,742;136,547;2;49,859;0;21,392;0;121,740;2;15,839;0;0;0;0;0;0;0;235,916;3;91,771;1;0;0;0;0;0;0;0;0;0;0;6,187;0;0;0;0;0;1,177;0;0;0;0;0;0;0;0;0;844;0;0;0;603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Región de Murcia              ;30;Murcia                        ;1,478,509;1,687;1,024,570;32,726;1,057,296;3,010;775,480;1,943;777,423;769,084;764,313;4,771;8,339;190,540;3;180,163;2;150,289;2;80,053;1;143,234;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,611;0;0;0;0;0;1,406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,162;0;663;0;0;0;0;0;0;0;4,976;0;0;0;0;0;0;0;0;0;712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La Rioja                      ;26;La Rioja                      ;315,675;501;233,625;16,214;249,839;1,201;182,504;840;183,344;180,832;179,372;1,460;2,512;57,307;2;47,947;1;32,181;1;21,331;0;16,255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,394;0;0;0;0;0;275;0;0;0;0;0;0;0;0;0;199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Comunitat Valenciana          ;3;Alicante / Alacant            ;1,838,819;2,222;1,234,714;38,214;1,272,928;3,927;924,914;2,738;927,652;917,498;911,276;6,222;10,154;259,404;4;179,056;3;177,691;2;127,615;2;115,249;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,030;0;0;0;12,982;0;0;0;0;0;1,527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,345;0;3,183;0;0;0;0;0;0;0;0;0;0;0;0;0;1,221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Comunitat Valenciana          ;12;Castellón / Castelló          ;576,898;715;410,332;9,382;419,714;1,271;316,394;908;317,302;313,393;311,092;2,301;3,909;92,379;2;63,756;1;51,017;1;43,656;1;37,551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,713;0;0;0;3,381;0;0;0;0;0;341;0;0;0;0;0;0;0;0;0;302;0;0;0;0;0;0;0;0;0;0;0;329;0;586;0;0;0;0;0;0;0;0;0;0;0;0;0;859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Comunitat Valenciana          ;46;Valencia / València           ;2,547,986;3,107;1,902,998;61,558;1,964,556;6,944;1,467,004;4,821;1,471,825;1,456,527;1,447,371;9,156;15,298;394,703;4;255,868;3;254,360;3;211,527;2;170,070;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126,078;1;0;0;20,923;0;0;0;0;0;2,108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,542;0;3,563;0;0;0;0;0;0;0;0;0;0;0;4,473;0;2,156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ciudad de Ceuta               ;51;Ceuta                         ;85,144;96;59,934;2,646;62,580;180;38,342;108;38,450;37,991;37,667;324;459;13,800;1;8,147;0;4,546;0;1,838;0;9,092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ciudad de Melilla             ;52;Melilla                       ;86,384;87;54,129;5,104;59,233;189;34,068;9;34,077;33,758;33,521;237;319;6,989;0;8,087;1;4,351;0;1,292;0;5,807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
